name,role_name,team_value,championships,value_rank,brand_value,sport_value,market_value,debt_to_value,operating_income,revenue,gate_receipts,revenue_per_fan,metro_area_pop,capacity,average_ticket_price,profile,gender,birthdate,mvp_index,reach_score,engagement_score,conversation_score,primary_role,role_name,status,delta_mvp_index,delta_reach_score,delta_engagement_score,delta_conversation_score,facebook_comment_rate,facebook_likes,facebook_post_like_rate,facebook_post_rate,facebook_share_rate,facebook_talking_about,google_plus_activities,google_plus_plus_ones,google_plus_replies,google_plus_shares,instagram_followers,instagram_following,instagram_photos,twitter_followers,twitter_following,twitter_mentions,twitter_mention_rate,twitter_retweet_rate,twitter_tweets,you_tube_interactions,you_tube_subscribers,you_tube_videos,you_tube_views
Michigan State University Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.782878184,7.883289068,7.774274606,6.785825781,127,Team (NCAA),active,0.000184227,-0.00035943,0.004043963,0,null,null,null,null,null,null,null,null,null,null,31489,71,574,133960,481,null,10582,16280,11293,null,null,null,null
West Virginia University Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.767303473,7.006236392,8.339833073,7.002831644,127,Team (NCAA),active,-0.000856839,0.000268547,-0.017405324,0,1837,96274,142807,115,47024,24274,null,null,null,null,12857,26,287,62975,57,null,1525,11441,6428,null,null,null,null
Louisiana State University Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.766252605,9.502696945,5.82235515,9.213372976,127,Team (NCAA),active,0.003787422,0.000191044,0.075557389,0,171,1245255,7079,12,891,1571,null,343,111,69,190465,194,400,278683,452,null,579,4073,10503,0,0,0,0
Mississippi State University Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.765686698,8.170860168,7.142873784,6.565994622,127,Team (NCAA),active,-0.001690254,0.00115945,-0.03496454,0,277,147148,11662,23,2586,2416,null,null,null,null,55077,137,1961,96653,421,null,207,1027,24756,null,null,null,null
University of Miami Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.763056433,8.367340492,6.893788165,6.497027566,127,Team (NCAA),active,0.000140755,0.000932994,0.0018821,0,373,322273,33616,17,21971,13761,null,null,null,null,68130,181,923,58982,504,null,368,3915,10653,null,null,null,null
Clemson University Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.76114,9.030646359,6.192153644,6.620565731,127,Team (NCAA),active,-0.002127126,0.002947076,-0.045489596,0,null,null,null,null,null,null,null,null,null,null,176609,128,2405,224226,723,null,571,10239,9185,null,null,null,null
University of Tennessee Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.759688717,7.800011548,7.393762799,6.962504981,127,Team (NCAA),active,0.000200145,-0.000712632,0.004715526,0,693,160595,21725,60,2835,2638,null,0,1,1,26278,259,1853,83247,1307,null,966,3974,18825,0,0,0,0
University of Iowa Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.744597985,7.273542725,7.618416965,9.128593491,127,Team (NCAA),active,0.000109955,-0.000489667,0.002688774,0,1069,48025,71916,55,6879,2935,null,null,null,null,22650,25,628,81354,75,null,1584,4404,12253,null,null,null,null
Texas A&M University Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.740956956,8.641946989,6.177192129,6.234510486,127,Team (NCAA),active,0.001062135,-0.0004576,0.021700291,0,146,169944,10126,13,787,4072,null,0,0,0,73101,242,2730,155720,97,null,194,495,11422,0,0,0,0
Auburn UniversityFootball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.74029582,8.780974833,6.02494157,6.779917969,127,Team (NCAA),active,0.001563319,-0.000456206,0.031722587,0,346,302029,17623,25,986,3732,null,null,null,null,42867,100,469,188379,473,null,320,1351,10883,null,null,null,null
University of Maryland Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.720010717,6.189584811,8.210629524,6.826992986,127,Team (NCAA),active,-0.003090525,-0.00362025,-0.058190242,0,2043,55462,118330,123,15973,16282,null,null,null,null,null,null,null,57250,186,null,2970,11741,6392,null,null,null,null
Michigan State University Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.717427215,8.174086553,6.174457751,7.42930847,127,Team (NCAA),active,-0.002648254,-0.000624759,-0.052340315,0,null,null,null,null,null,null,null,null,null,null,null,null,null,203913,587,null,559,2255,19607,null,null,null,null
University of Miami Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.712619122,6.164392068,8.087990374,6.546927239,127,Team (NCAA),active,-0.001914136,0.000732536,-0.039015266,0,1536,40659,60687,117,13137,14921,null,null,null,null,18637,73,1219,39828,295,null,3076,12269,17038,null,null,null,null
Syracuse University Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.704556029,6.376166573,7.714954003,6.464310671,127,Team (NCAA),active,0.034173499,0.098270932,0.585199051,0,null,null,null,null,null,null,null,null,null,null,31944,54,948,44547,133,null,8335,34266,5623,null,null,null,null
University of Oregon Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.700012186,5.645924725,8.354318995,6.686174613,127,Team (NCAA),active,-0.001477105,7.59E-06,-0.029549692,0,1697,51120,73522,112,12191,29220,null,null,null,null,null,null,null,43634,557,null,6985,13012,15050,null,null,null,null
University of Oregon Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.696421294,8.992186467,4.936239407,7.1415976,127,Team (NCAA),active,0.004060493,-0.00076384,0.081973693,0,273,894888,17142,16,1109,1496,null,null,null,null,null,null,null,136284,432,null,328,564,5751,null,null,null,null
West Virginia University Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.696179127,7.922543023,6.001039526,6.497027566,127,Team (NCAA),active,-0.001031311,-9.26E-05,-0.020533572,0,365,252737,31615,27,5735,6408,null,null,null,null,3892,23,262,93007,126,null,198,1060,7863,null,null,null,null
University of Virginia Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.693150052,6.534273652,7.32872738,9.092472325,127,Team (NCAA),active,0.009347233,0.001227321,0.185717331,0,459,31561,26214,24,3437,4267,null,null,null,null,14784,78,369,59602,450,null,5006,11851,7758,null,null,null,null
University of Arkansas Football ,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.69246602,8.395722167,5.453598239,6.376799146,127,Team (NCAA),active,0.010725237,0.001250739,0.213253995,0,292,190005,16325,24,2447,2644,null,null,null,null,47408,23,504,127336,316,null,180,1194,8084,null,null,null,null
University of Missouri Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.692052293,7.569322938,6.271722914,6.767349551,127,Team (NCAA),active,-0.000236774,0.001607866,-0.006343351,0,121,109495,9973,38,951,1530,null,2,0,0,54882,148,3400,46604,243,null,133,718,11544,0,0,0,0
Ohio State University Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.690794564,9.245367297,4.570523986,6.497027566,127,Team (NCAA),active,0.001667996,0.000986238,0.032373691,0,219,637389,8539,19,723,2786,null,195,67,17,318674,346,2089,null,null,null,null,null,null,22217,21009,115,6675568
Stanford University Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.688361681,6.925313102,6.841920527,6.449964417,127,Team (NCAA),active,0.000959705,-3.23E-05,0.019226438,0,339,80303,12683,38,1110,2715,null,null,null,null,31499,170,774,42669,348,null,191,1513,21504,null,null,null,null
 Oklahoma State University Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.686332556,7.742674367,5.98397675,9.202598617,127,Team (NCAA),active,0.001724903,-0.000312471,0.034810527,0,262,135252,16478,33,1974,4845,null,null,null,null,33511,139,627,77437,51,null,219,2258,11029,null,null,null,null
Purdue University Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.680379918,5.973665613,7.633932752,6.497027566,127,Team (NCAA),active,-0.00169542,0.00051668,-0.034425078,0,554,32007,30959,31,5945,2808,null,null,null,null,19120,60,1095,36253,93,null,4131,10700,15524,null,null,null,null
Baylor University Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.676952113,7.271295553,6.267746715,6.616159813,127,Team (NCAA),active,-0.002319225,0.002217615,-0.048602108,0,null,null,null,null,null,null,null,null,null,null,41208,6,2172,74684,7,null,570,1654,17731,null,null,null,null
University of Illinois Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.676235458,7.164390567,6.360318589,7.97401137,127,Team (NCAA),active,-0.002139207,0.000191347,-0.042975496,0,433,140192,21564,19,3906,4557,null,null,null,null,7760,105,186,63974,306,null,932,3049,10923,null,null,null,null
University of Illinois Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.672671547,6.46726659,6.986164357,7.379808025,127,Team (NCAA),active,0.000210383,-0.000340174,0.004547826,0,415,85848,27159,27,10205,3724,null,null,null,null,6793,205,174,49781,719,null,1314,5870,13076,null,null,null,null
University of Arizona Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.670174255,7.317973875,6.085511233,6.497027566,127,Team (NCAA),active,-0.000404281,0.001511302,-0.009596918,0,null,null,null,null,null,null,null,null,null,null,55668,96,883,61212,304,null,2104,4562,11554,null,null,null,null
University of Washington Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.66970764,7.712399208,5.681753601,6.497027566,127,Team (NCAA),active,0.000344666,0.000333636,0.006559685,0,58,220999,3499,4,686,3776,null,null,null,null,33224,61,813,49226,245,null,231,847,13873,null,null,null,null
Virginia Tech Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.666859145,7.15525389,6.181929012,8.778040988,127,Team (NCAA),active,0.000525928,0.00087986,0.009638699,0,null,null,null,null,null,null,null,null,null,null,30612,19,1182,79886,402,null,299,3264,17689,null,null,null,null
University of Arkansas Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.660381317,7.360532748,5.847093592,6.696554488,127,Team (NCAA),active,-0.010701415,-0.001051234,-0.212977071,0,389,110860,14381,24,1812,194,null,null,null,null,23658,77,780,66764,346,null,663,1665,9251,null,null,null,null
University of South Carolina Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.65976069,8.234789976,4.960423824,6.50331823,127,Team (NCAA),active,-0.000606673,0.001784683,-0.013918142,0,null,null,null,null,null,null,null,null,null,null,48763,166,980,157232,477,null,337,1571,8496,null,null,null,null
Gonzaga University Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.659646247,5.592195925,7.600729012,7.751055997,127,Team (NCAA),active,0.001448397,0.052464319,-0.023496388,0,1070,69766,85935,45,8638,9337,null,null,null,null,null,null,null,36731,510,null,2617,4843,4099,null,null,null,null
North Carolina State University Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.651738499,6.555413612,6.479356365,7.054540813,127,Team (NCAA),active,-0.000771659,-0.001475071,-0.013958117,0,385,46110,12086,29,1260,4363,null,null,null,null,17917,63,950,52467,188,null,1042,2061,14747,null,null,null,null
University of Minnesota Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.650186741,6.640230625,6.3635042,7.778159614,127,Team (NCAA),active,0.001045267,-0.000985343,0.021890681,0,170,65114,8670,42,486,1626,null,null,null,null,15062,10,550,53303,143,null,99,530,20010,null,null,null,null
University of Utah Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.646392041,7.404452899,5.523387922,6.497027566,127,Team (NCAA),active,0.00254184,0.002155194,0.048681613,0,172,66571,7087,14,389,3934,null,null,null,null,52119,270,992,50798,477,null,336,1198,8444,null,null,null,null
University of Florida Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.645478026,6.544859439,6.364701073,6.406421927,127,Team (NCAA),active,-0.00070717,-0.000987126,-0.013156271,0,61,71695,1704,18,214,507,null,null,null,null,17258,84,853,45085,604,null,860,2519,17457,null,null,null,null
North Carolina State University Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.643702434,6.541369333,6.33267934,7.143713691,127,Team (NCAA),active,0.000365339,-0.001589538,0.008896309,0,40,7098,1968,24,113,234,null,null,null,null,17296,385,905,64408,442,null,168,628,18318,null,null,null,null
Texas A&M University Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.639928905,4.756369723,8.042208376,6.412912188,127,Team (NCAA),active,-0.003608008,-0.001164426,-0.070995733,0,1031,26848,63269,115,26038,33730,null,null,null,null,5211,243,396,27310,84,null,3669,15300,10696,null,null,null,null
"University of California, Los Angeles Football",Team (NCAA),,,,,,,,,,,,,,,,null,null,0.639572199,7.861763815,4.929680163,6.369292041,127,Team (NCAA),active,0.004724826,0.001255062,0.093241459,0,241,110674,9443,18,460,1498,null,null,null,null,77499,146,1000,46251,151,null,370,922,5540,null,null,null,null
University of Louisville Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.631952538,6.810495595,5.828555167,6.589006868,127,Team (NCAA),active,-3.89E-06,0.001188953,-0.001266815,0,198,113876,10143,26,2243,4716,null,null,null,null,null,null,null,62888,1545,null,170,1043,11357,null,null,null,null
University of Iowa Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.628592346,8.063290706,4.508556219,6.694343057,127,Team (NCAA),active,0.00058176,-0.000953624,0.012588818,0,18,55441,2255,22,242,1874,null,null,null,null,48821,214,1230,117602,183,null,137,916,5755,null,null,null,null
Louisiana State University Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.625328948,6.383695488,6.122883481,6.647111526,127,Team (NCAA),active,-0.002652676,0.000664066,-0.053717588,0,640,59400,8476,47,1716,840,null,null,null,null,27687,171,447,31100,352,null,1126,3341,10593,0,0,0,0
University of Kentucky Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.617136111,7.294818899,5.047903324,8.046279538,127,Team (NCAA),active,0.006288575,-0.001539216,0.127310718,0,146,84288,11743,23,1310,1323,null,null,null,null,12856,89,699,82820,557,null,150,323,6672,null,null,null,null
Arizona State University Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.612037262,6.434441271,5.806303971,6.497027566,127,Team (NCAA),active,-0.000317467,-0.000966594,-0.005382754,0,78,10608,2330,8,275,400,null,null,null,null,null,null,null,78998,547,null,281,1137,16641,null,null,null,null
University of Nebraska Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.610201616,6.004299592,6.199732727,7.651398926,127,Team (NCAA),active,0.001040144,-0.000687065,0.021489936,0,null,null,null,null,null,null,null,null,null,null,12568,95,1102,54207,718,null,316,2777,17034,null,null,null,null
Oregon State University Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.608394043,6.559731496,5.608149354,6.501146821,127,Team (NCAA),active,0.006335835,8.54E-05,0.126631334,0,144,75917,7548,15,726,1622,null,null,null,null,24374,18,928,36320,351,null,62,433,12493,null,null,null,null
University of Utah Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.608138893,5.174372837,6.988405024,7.792341437,127,Team (NCAA),active,-0.003392824,-0.000941509,-0.066914981,0,986,18536,39507,89,3693,1061,null,null,null,null,11464,63,685,30257,212,null,2641,3578,6835,null,null,null,null
Ohio State University Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.593768389,7.969292513,3.906075261,6.535536342,127,Team (NCAA),active,-0.000530023,0.000413976,-0.011014446,0,207,174151,4086,13,324,655,null,null,null,null,58539,171,936,59854,490,null,632,697,1159,null,null,null,null
Brigham Young University Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.593620349,5.398488029,6.473918954,6.526220924,127,Team (NCAA),active,0.007077757,-0.001186485,0.142741631,0,934,92221,26874,74,2054,4482,null,null,null,null,null,null,null,25602,180,null,1046,859,11278,null,null,null,null
University of North Carolina Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.593470961,6.729538213,5.139881009,6.761423989,127,Team (NCAA),active,0.00051569,-0.000508104,0.010821899,0,null,null,null,null,null,null,null,null,null,null,19629,395,612,71492,86,null,289,1019,10202,null,null,null,null
Iowa State University Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.588971232,6.184236622,5.595188017,7.566598636,127,Team (NCAA),active,-0.000217604,-0.002306742,-0.002045333,0,156,59206,7942,36,1130,3719,null,null,null,null,null,null,null,55952,34,null,111,1055,14097,null,null,null,null
Florida State University Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.574898457,5.149095238,6.348873899,8.311234625,127,Team (NCAA),active,-0.002922506,0.002030244,-0.060480364,0,297,40219,7917,36,1032,646,null,null,null,null,6903,195,469,28392,335,null,560,2048,16276,null,null,null,null
University of Texas Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.574775726,7.111168229,4.384346298,8.225772361,127,Team (NCAA),active,0.001082157,-0.000298427,0.021941571,0,4,59626,219,1,34,621,null,null,null,null,8901,51,274,84041,69,null,216,2789,8127,null,null,null,null
"University of California, Los Angeles Basketball",Team (NCAA),,,,,,,,,,,,,,,,null,null,0.571234257,6.222289462,5.202395677,7.664928214,127,Team (NCAA),active,-0.000417628,0.000556983,-0.008909536,0,428,70004,4155,20,399,1695,null,null,null,null,23526,41,661,27230,114,null,1165,1191,7460,null,null,null,null
Duke University Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.569738775,5.131631822,6.263143675,9.079014104,127,Team (NCAA),active,-0.000516781,0.001054139,-0.011389768,0,140,37148,10242,48,926,1428,null,null,null,null,13069,148,885,21992,362,null,91,1131,16065,null,null,null,null
Baylor University Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.56695602,4.573805102,6.765315294,6.534474629,127,Team (NCAA),active,-0.001151631,-0.002602137,-0.020430477,0,null,null,null,null,null,null,null,null,null,null,7380,29,538,30033,38,null,3580,5723,16630,null,null,null,null
Rutgers University Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.563830071,6.4434958,4.833105623,4.4278867,127,Team (NCAA),active,0.000662852,0.000413331,0.01284371,0,58,62174,2416,16,249,431,null,null,null,null,16998,99,844,44498,269,null,280,1028,8358,null,null,null,null
University of Arizona Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.560589548,6.615482908,4.596308044,6.75669667,127,Team (NCAA),active,-9.26E-05,-9.66E-05,-0.00175489,0,33,74937,1915,4,84,398,null,null,null,null,19943,23,814,43816,219,null,129,302,8900,null,null,null,null
Oregon State University Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.54976397,3.754730788,7.240548602,8.61275546,127,Team (NCAA),active,-0.001080184,0.002687396,-0.024291072,0,825,16362,32207,59,3789,1985,null,null,null,null,8141,56,708,13228,188,null,1382,3695,17423,null,null,null,null
University of Pittsburgh Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.547311517,4.900628457,6.045601883,6.505276556,127,Team (NCAA),active,0.000111829,0.000242816,0.001993772,0,null,null,null,null,null,null,null,null,null,null,12194,115,1008,29957,2217,null,313,742,13242,null,null,null,null
University of Washington Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.541399857,4.962972765,5.865024382,7.616854836,127,Team (NCAA),active,-0.00048151,0.000269129,-0.009899339,0,363,38616,7339,32,729,579,null,null,null,null,12568,58,921,19020,150,null,1038,3150,10111,null,null,null,null
Texas Christian University Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.5392238,7.055949075,3.728526929,6.73759852,127,Team (NCAA),active,-0.001725282,-0.002791394,-0.031714242,0,51,147362,3593,4,280,250,null,null,null,null,null,null,null,64686,173,null,190,303,6331,null,null,null,null
Indiana University Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.528937437,5.275871216,5.302877517,6.616159813,127,Team (NCAA),active,0.000301724,0.003140977,0.002893498,0,134,33286,5871,21,617,1725,null,null,null,null,12355,49,639,26823,220,null,83,739,11261,null,null,null,null
Mississippi State Uiversity Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.526126964,4.520159032,6.002380239,6.47539304,127,Team (NCAA),active,-0.000193508,6.47E-05,-0.003934852,0,157,17451,3554,40,465,423,null,null,null,null,9677,27,918,21341,91,null,368,2135,15767,null,null,null,null
University of Alabama Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.525622649,5.617384452,4.89506853,7.618906881,127,Team (NCAA),active,-0.00451292,0.001323055,-0.091581449,0,293,28735,6730,23,1619,449,null,null,null,null,21371,15,641,25492,90,null,492,3424,6037,null,null,null,null
University of Nebraska Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.524738058,7.385382806,3.109378348,9.226593414,127,Team (NCAA),active,0.000276452,0.001625156,0.003903875,0,null,null,null,null,null,null,null,null,null,null,64333,191,1098,55764,176,null,222,986,1592,null,null,null,null
Vanderbilt University Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.521248951,4.176397417,6.248581593,8.458186367,127,Team (NCAA),active,-0.000354075,-0.004303424,-0.002778081,0,null,null,null,null,null,null,null,null,null,null,null,null,null,32666,101,null,399,2146,21988,null,null,null,null
Oklahoma State University Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.512579858,4.756199517,5.495397648,6.42536349,127,Team (NCAA),active,-0.000426525,-0.000650745,-0.007879755,0,348,27939,8134,26,1353,4127,null,null,null,null,6729,27,792,25257,115,null,409,2062,9415,null,null,null,null
University of Louisville Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.511521928,5.564251655,4.666186903,6.489174231,127,Team (NCAA),active,-0.002542353,-0.000272871,-0.050574181,0,453,189292,33350,19,10282,3873,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
University of Texas Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.508916401,4.800487623,5.377840403,7.2396066,127,Team (NCAA),active,-0.00022532,-0.000859682,-0.003646724,0,null,null,null,null,null,null,null,null,null,null,10937,89,383,29661,87,null,928,2727,11542,null,null,null,null
University of Kansas Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.508125997,5.58220404,4.580315902,8.059798111,127,Team (NCAA),active,0.003447972,-0.000266806,0.06922625,0,147,82184,5853,27,314,2239,null,null,null,null,7756,112,470,23959,283,null,245,674,6384,null,null,null,null
Purdue University Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.506000739,5.363110606,4.756904171,9.191361547,127,Team (NCAA),active,-0.000830933,-0.00123648,-0.015382178,0,null,null,null,null,null,null,null,null,null,null,9941,79,355,41418,217,null,140,748,10802,null,null,null,null
University of Missouri Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.503626729,5.160705017,4.911829564,6.534474629,127,Team (NCAA),active,-0.000825241,-0.004924338,-0.011580475,0,null,null,null,null,null,null,null,null,null,null,null,null,null,48575,386,null,285,1448,11721,null,null,null,null
University of Minnesota Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.494076122,4.954186741,4.927335693,8.151317454,127,Team (NCAA),active,-0.000358422,-0.001907321,-0.005261128,0,239,43375,4544,18,218,141,null,null,null,null,5540,55,192,25352,372,null,129,901,9596,null,null,null,null
Northwestern University Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.491164479,4.300064153,5.523225434,9.129836703,127,Team (NCAA),active,0.000976319,-0.001237427,0.020763814,0,47,28209,2615,27,341,703,null,null,null,null,8771,151,1302,15588,1265,null,131,395,8140,1405,1226,289,686744
Washington State University Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.476648932,4.639615119,4.893363514,7.484266622,127,Team (NCAA),active,0.000591413,0.001111045,0.010717209,0,74,14498,3712,14,425,2101,null,null,null,null,11070,416,257,22506,828,null,108,997,6386,null,null,null,null
Auburn University Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.476362113,4.645626337,4.881615927,6.419383915,127,Team (NCAA),active,-0.001271253,-0.00028191,-0.025143148,0,266,22949,7646,41,627,1167,null,null,null,null,6748,48,62,24947,276,null,148,1026,8436,null,null,null,null
University of South Carolina Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.474199549,4.047908972,5.436082006,6.829383986,127,Team (NCAA),active,-0.006275387,0.004143966,-0.129651699,0,180,5303,4644,18,3415,181,null,null,null,null,7472,39,320,20910,151,null,1320,2303,9149,null,null,null,null
Pennsylvania State University Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.470278634,3.650844913,5.754727774,6.497027566,127,Team (NCAA),active,-0.000175935,0.000529606,-0.0040483,0,261,18158,6563,53,585,942,null,null,null,null,6985,25,1466,12795,143,null,455,1455,11173,null,null,null,null
"University of California, Berkeley Basketball",Team (NCAA),,,,,,,,,,,,,,,,null,null,0.465633708,2.644455614,6.668218541,6.757447703,127,Team (NCAA),active,-0.0046409,0.002113082,-0.094931082,0,955,13026,22501,86,2562,706,null,null,null,null,null,null,null,12444,583,null,1576,2681,11939,null,null,null,null
Clemson University Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.460116729,4.161374617,5.040959963,6.403378221,127,Team (NCAA),active,-0.002017161,0.001146011,-0.041489231,0,null,null,null,null,null,null,null,null,null,null,13532,87,1095,17130,530,null,454,1109,9068,null,null,null,null
University of Colorado Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.459064611,4.830389737,4.350902485,7.668419946,127,Team (NCAA),active,-0.00054057,-0.00170184,-0.009109553,0,97,52566,2935,15,1043,600,null,null,null,null,6652,238,399,19155,381,null,55,101,6468,null,null,null,null
University of Georgia Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.455697782,4.0727268,5.041228833,6.393509005,127,Team (NCAA),active,-0.001060557,0.001146989,-0.022358122,0,262,8279,7397,80,1596,1422,null,null,null,null,12756,143,855,14348,290,null,365,2992,5171,null,null,null,null
University of Colorado Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.43351301,3.267429772,5.402830428,6.85529946,127,Team (NCAA),active,-0.001133141,-0.001157173,-0.021505645,0,411,16564,9176,45,1653,414,null,null,null,null,1485,48,44,15424,297,null,504,1694,9470,null,null,null,null
University of Virginia Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.42955491,4.102463625,4.488634575,6.379044937,127,Team (NCAA),active,-0.001930822,0.002273178,-0.040889614,0,null,null,null,null,null,null,null,null,null,null,7201,78,496,23528,651,null,142,576,8232,null,null,null,null
University of Mississippi Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.425412123,3.833213264,4.675029196,6.460153451,127,Team (NCAA),active,-0.00735382,-0.002593388,-0.144483016,0,203,14309,5578,46,1688,624,null,null,null,null,null,null,null,23994,133,null,743,2417,6508,null,null,null,null
Colorado State University Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.420185137,3.345034427,5.058668318,8.970902838,127,Team (NCAA),active,0.000198826,0.000792867,0.003183658,0,null,null,null,null,null,null,null,null,null,null,null,null,null,22895,228,null,185,926,13508,null,null,null,null
Boise State University Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.418141729,4.592009806,3.770824784,6.460607841,127,Team (NCAA),active,-0.000209799,-0.002029115,-0.002166862,0,null,null,null,null,null,null,null,null,null,null,null,null,null,38677,103,null,81,507,8160,null,null,null,null
Boston College Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.417440449,3.029540484,5.319268497,6.497027566,127,Team (NCAA),active,-0.000122795,-0.000305263,-0.002150629,0,50,4714,2196,39,156,915,null,null,null,null,5796,168,1049,11811,277,null,58,367,11298,null,null,null,null
Marquette University Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.406937432,3.478598863,4.66014978,7.139965397,127,Team (NCAA),active,-0.002465695,-0.002122315,-0.047191577,0,290,35936,7648,43,706,758,null,null,null,null,null,null,null,13449,402,null,269,1585,6710,null,null,null,null
Utah State University Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.406453473,4.127083426,4.001986028,9.219738135,127,Team (NCAA),active,-0.000643119,0.003344973,-0.016207344,0,44,8866,1267,18,137,97,null,null,null,null,5573,18,368,23018,107,null,63,226,7751,null,null,null,null
